accident_hours,rainfall,wind_speed,driving_speeds,alcohol_levels,traffic_violations,lane_widths,road_conditions,mental_states,riding_skills,accident_types,falses
7,59,18,45.133208256146695,0.07687222382928302,0,4.027626147475768,3.6105168188618837,9,3,3,1
16,77,76,49.83817705123394,0.01148144388349658,0,4.011337172355905,2.333998367864647,6,9,2,1
8,98,134,51.836389022128174,0.11595413119838263,0,3.800942715194534,2.0150152141379714,3,3,3,0
9,122,12,45.753551163547215,0.0892791679466944,0,3.6124973133112848,3.392527742227213,8,0,2,1
18,98,24,50.16363186703684,0.08347737205406981,0,3.644422267422761,2.384297723040037,7,8,3,1
9,44,65,42.194237928550656,0.030389969809011968,0,3.426705004892783,2.7364695066270537,5,8,3,1
11,131,1,43.00872407063108,0.05677762648221099,0,3.821452508214467,2.840126062423375,8,2,3,1
18,55,28,52.84127506873894,0.10812610856250542,0,4.054810107174582,2.927208688057497,8,10,2,0
18,38,37,30.489802350206165,0.03697852536871629,0,3.887503568511608,1.9905358617163933,6,3,3,1
7,20,20,43.80823740463151,0.05079982071692522,0,4.127481368157759,2.9509369884954975,0,0,3,1
9,51,1,46.08323473046827,0.030810237846192506,0,4.849287595999965,3.883030956808758,5,0,3,1
9,85,6,39.18364800989183,0.02590819986652818,0,3.8488917639650855,2.843896716413621,4,2,2,1
14,280,41,50.38154019782181,0.005245806533269239,0,2.9515908723762814,3.1077995042831708,9,4,3,1
19,22,33,44.759716420429434,0.08842797040397293,0,2.984098394091352,3.4523913803680126,5,8,2,1
16,9,13,48.56648323032388,0.010891104241968503,0,2.944201010829037,3.6382464099757215,4,8,2,1
20,146,11,52.54743194093361,0.0637589073209979,0,3.398218526624712,3.6351858350976523,3,1,3,1
17,248,36,51.15417608108261,0.00597545766760227,0,3.4450755677875713,2.764755909636811,6,10,3,1
21,233,25,43.262596833983956,0.11806523279050535,0,3.509593793004312,3.281635311340955,0,9,1,1
18,185,38,39.313201966847686,0.08513349263153351,0,3.5090808663256627,3.8568460867983525,9,4,3,1
8,95,18,42.98058139315264,0.07564615589559616,0,3.666125877504203,2.814289992897987,6,9,3,1
17,256,11,45.78348451396079,0.0223672105773451,1,3.586901833951153,3.761909870692083,2,2,2,0
11,227,16,36.10822606044033,0.06336648744791706,0,4.213227388818775,2.765808922434049,3,5,2,1
19,117,85,52.938276907488586,0.06042696953116181,0,4.170847575804653,3.0555043160622133,9,2,2,1
9,166,43,45.60670113700491,0.043037842175547174,1,3.3951874511261213,4.096508419381263,0,1,3,0
16,63,5,43.83117713074941,0.018733433457806363,1,3.6394151078337256,2.4902684217121998,3,9,1,1
20,48,2,35.337830024518546,0.044055712197545074,0,4.378137525726909,1.8902914285561259,3,2,3,1
8,96,39,45.065544757296294,0.0730924884333955,0,3.2224011235006724,3.292862073514298,8,1,2,1
17,39,2,45.479054008594666,0.05848204541021629,1,3.0575755200695487,3.4797469701408095,2,0,2,0
8,70,47,40.805523580230485,0.0684053091622912,0,3.1228417651261036,2.8157876519317977,0,6,1,1
8,81,36,46.488197964120054,0.06864214677962273,1,2.8155104245208373,2.888529914500928,4,5,2,0
7,58,21,44.353534490053256,0.029360974463301253,1,3.2048078730203002,3.3774801080329206,7,3,1,1
16,16,35,36.973904743161725,0.013317023947725501,1,2.681299035290625,2.707611017542759,0,2,2,0
21,28,21,48.41739574236736,0.06261016861013781,1,3.1012234910094225,2.7812115945659612,1,5,3,0
10,61,83,57.35370593665876,0.10708465990362087,0,4.244521752981277,3.4264970546050555,6,3,2,0
7,26,1,53.95139861846289,0.119443915099467,0,2.684431385979509,3.472296385757071,7,5,3,0
8,2,9,47.45833552955511,0.09430794668022122,0,3.463420738056267,2.997160449062951,0,8,3,1
7,48,23,46.38600916744947,0.02653401595151373,0,3.0924912241313374,2.6042746892791184,10,6,2,1
11,60,17,37.46326053339352,0.07563880337016841,0,3.5495708809363418,3.4055249865984596,4,2,3,1
19,23,117,46.258002542936296,0.02866396948238255,0,3.457518067595769,3.151795339982484,3,3,3,1
7,57,22,43.53212445355093,0.06917427665832766,1,3.8188749665746475,2.5376641197887646,9,8,2,0
21,35,39,32.303484760930814,0.05768256515591107,0,3.5968460649693887,2.541723334149558,1,5,3,1
8,169,12,43.11688392984085,0.04578668334325331,0,2.7971834228242254,2.780848174543703,2,1,3,1
20,22,26,42.12712976485356,0.0769967116609142,0,3.53038311346596,3.692491323194059,9,9,2,1
18,44,26,37.274249577732554,0.10292543539793186,0,2.4720474406416306,2.5027319237984846,6,7,3,0
8,7,0,44.49259764390957,0.04049718052750053,0,2.534756759941372,3.961637330518669,6,2,3,1
10,82,70,37.61077734278052,0.058350534176917705,0,4.0720526332491795,3.6498174432126413,3,2,2,1
17,13,5,47.024136081274875,0.054698985053817525,0,3.733445526995731,3.3359658020421192,5,4,3,1
17,51,25,47.79125053252982,0.029906876983178312,0,3.1447719500203717,2.7528748191075922,9,8,3,1
8,47,9,34.68768184093334,0.05053338708659444,0,3.4198875321238416,4.0641967115104025,10,9,2,1
8,72,67,42.94033160367162,0.002590141298744446,0,3.9608893549923203,2.9905808744222346,4,6,3,1
16,125,21,42.657692789959945,0.0620918425776966,0,3.5167406779424604,2.6841145187481423,1,7,3,1
10,78,17,43.81989369184775,0.08649512984212175,0,3.1000903431270954,2.7866926969757246,3,6,3,1
7,77,120,32.72804233600869,0.044113370491320684,0,3.0619723639542364,2.2253106069774344,3,7,3,1
20,98,30,46.92913421059595,0.08958890159020602,0,2.6622125073423586,2.518371079527158,3,7,3,1
17,2,31,52.594077571435314,0.09007873380004701,1,3.1448273364220074,2.6186088302501753,2,1,3,0
19,35,34,52.58201812624549,0.11809384353011465,1,2.858619735746242,2.929470461331511,5,1,3,1
18,7,107,49.548237043549314,0.06551329715592263,0,3.8449297718767212,2.89494732479789,10,8,2,1
5,34,128,34.93195372458098,0.048487692504852534,0,3.676639204109947,2.2774022561225356,0,3,3,1
17,51,39,41.853977337989136,0.07674291894935864,1,2.9250512405744864,2.8099253517805174,6,5,3,0
8,2,34,47.51788964058781,0.07518915387365165,0,3.04616121579002,2.8638270830072177,10,6,3,1
18,49,18,47.30392699324246,0.11848106240776748,0,3.3263197291527904,2.7632043718894264,4,0,2,0
11,5,19,50.806366974040635,0.08492326734102364,0,3.2125279172331345,3.1103949370522566,5,7,3,1
8,74,21,43.68760392357356,0.03678965531313436,0,4.068896226882886,3.1775653027560224,1,10,3,1
14,52,48,38.89978049653662,0.022501182757724333,1,4.55859037721293,3.277415020452935,6,0,2,0
21,84,0,47.65163397815765,0.09512714184847221,0,2.9807551464676845,2.309568180449215,4,9,3,1
20,125,63,42.61767614694067,0.02157115038196448,1,4.008111684681799,2.528701261255304,7,7,3,0
6,84,47,51.97364719804578,0.07529310869071201,0,3.3640406480409437,2.686746864681984,5,0,3,1
18,89,11,48.360876360470776,0.01587794961925482,0,3.4789445751822607,3.387130363213176,1,1,3,1
9,22,31,43.15351955177405,0.08624465035972828,1,3.5885360411681386,3.1138234073089794,1,1,3,0
19,12,31,45.841839436729124,0.09394737522104289,1,3.2180192918381714,2.9084871734687754,9,3,3,0
8,85,32,50.58115740083845,0.11886478864110499,0,3.0912494674576108,2.921886192035325,6,1,3,0
7,58,22,47.651262416395504,0.11450603925017852,0,3.20833280524607,3.6244496250815477,0,5,3,0
18,76,16,45.690599810551156,0.08565684134479101,0,3.6214630253452356,3.7835347696301684,3,6,1,1
7,260,17,46.25988744776699,0.033303600525048264,0,3.659518370738976,2.9056010716371423,8,0,3,1
18,81,28,43.47519643538409,0.005246175017803005,0,4.507066087182219,2.7056188566712476,6,1,3,1
17,92,56,47.06184134645324,0.06662898162167852,0,3.446816333056054,1.9237856845938148,9,6,3,1
16,98,37,45.11320873183208,0.09191764949018186,0,3.2291833705703303,3.209847647542953,3,2,1,1
8,86,31,39.8151819633123,0.0012748503249910925,0,3.25923521021798,3.0234257385883345,9,4,3,1
8,73,25,47.139094265359645,0.06297615307244493,0,3.3245876059995156,3.458421927099703,4,1,1,1
10,116,96,47.75578356570896,0.10594654855685451,0,3.433014144301974,3.48249849590304,10,2,3,0
11,25,17,50.03513625575031,0.07646614145774074,1,3.6413327984897985,2.9389091360678896,9,10,3,0
11,192,26,37.07711347881411,0.08205372282027491,0,4.72070220146324,2.331767929902112,10,9,3,1
20,86,3,46.33770993214461,0.05691986184161863,0,3.4352522246520096,3.6745338695023477,9,5,3,1
8,55,72,43.06064944195965,0.11317800094326198,0,2.8068076815205236,2.628896887353329,8,6,1,1
20,50,140,47.85947653113416,0.044957669008672124,0,4.25375092694052,3.7035278606391104,8,3,3,1
8,88,37,38.83761038155537,0.04549163148250022,0,3.732550647509891,3.355487886701547,6,9,3,1
9,15,2,51.480169001820364,0.06212852744700332,1,2.674040319846057,2.0276993321085817,4,7,3,0
19,10,49,39.63127735372668,0.07031186269589158,1,3.5965441984557045,2.793241010123798,4,1,3,0
7,180,126,42.47442379643212,0.06449101361253012,0,3.572023607867057,2.6637849250660817,4,3,3,1
17,181,82,58.56086290451366,0.0982357877138255,0,3.8858095357100466,1.5280337911029729,5,4,3,1
7,51,35,45.4656003191399,0.10014155851019571,0,4.7256992982660035,2.2961277362644053,7,2,3,0
8,94,77,50.45392191081158,0.015799836918373417,0,3.497141736817326,2.2196868595614507,3,3,2,1
7,76,31,46.23900644679406,0.07153966129894794,0,3.3153561801425995,3.458287235999379,7,4,1,1
21,69,0,51.34210155963315,0.11806790551686668,0,3.547259991483286,2.6939664534499617,3,4,3,0
6,89,7,49.02185599347258,0.07195899199435081,0,3.3134370546793344,2.917502641467809,6,3,3,1
18,74,27,41.0078124985579,0.08257969201392479,0,2.8121514331590793,2.994939353900428,7,6,3,1
16,78,91,36.11349037016378,0.1033643577979393,1,3.8541462459691878,4.1001806946203825,4,1,3,1
7,11,18,38.61832181075914,0.10399222611421978,0,2.40547211087374,3.003064343239139,5,4,2,0
5,97,29,42.474286174157484,0.0020628912166091107,1,2.822999540199775,2.70460991834239,0,2,3,1
17,60,46,47.8237765567537,0.02873189593646139,0,2.786805719388252,2.669456971079011,5,8,3,1
7,51,27,50.00733735878563,0.10354538542003607,0,3.4832596141943695,2.776576953124399,8,3,3,0
8,5,0,44.765956454809555,0.08005208052639291,0,3.2030223199438472,3.212114382777632,3,2,3,1
6,61,62,45.829790976930326,0.07580469463637965,1,3.9384690012334547,2.836745767418554,2,10,2,0
8,99,38,33.42479735550738,0.10319329699505939,0,4.078820698179401,2.5118114129289,8,5,3,0
8,24,90,43.5801892413476,0.09678601150079659,0,2.8343329654503644,3.026699357412504,3,8,3,1
17,74,5,44.5297306988703,0.0901620724794476,0,2.8477658843426292,3.604205276304839,4,3,3,1
17,216,43,47.24427791709238,0.005682338601115107,0,2.762749375376374,3.058097851080181,8,1,3,1
8,59,13,43.36978096879022,0.09379858409190409,0,4.127268639423085,2.705148214621013,0,7,2,1
9,43,7,42.495844409453596,0.024073116369900813,0,3.5546622881432435,3.0854422477130394,10,10,2,1
6,25,94,54.44149965423775,0.0031210511773070147,0,3.0663522742587666,1.8913654295171178,2,1,3,1
9,77,129,38.10823471167036,0.0590267844297762,0,3.8320634487034306,2.8712899668589147,2,3,3,1
19,90,32,51.83253565509003,0.11308321497541587,1,3.163024024311865,2.552544342009403,8,1,3,1
18,74,134,48.117778760097075,0.1063743813401309,0,3.691709225796497,2.071470658955938,1,8,3,0
17,277,38,44.36950564331127,0.11784686765201134,0,3.2868936062621743,3.693655047937706,1,0,3,0
19,67,15,56.01219606827422,0.02958385678563139,0,2.8817289932941748,2.7281747291380896,0,0,3,1
20,60,13,44.677646941690575,0.08344714840961666,0,3.933074811243287,2.56813468024825,6,6,3,1
9,78,37,40.71546227234933,0.00670155355869162,1,3.3182202860263517,3.029495550512431,9,6,3,0
5,18,43,46.07016091030295,0.09641433612559475,0,3.9718767808699957,2.2624944550381203,1,7,3,1
19,281,35,49.37874261184973,0.06285169584552469,0,4.40100851408651,2.6458835823333713,4,2,3,1
19,138,32,47.76318469837288,0.11955432942690027,0,3.876537121934037,2.6203422073977243,7,3,3,0
17,158,3,42.298932282310446,0.028799334838613588,0,4.00784395806036,2.878715645264645,3,10,3,1
9,47,37,48.325649179405104,0.09415778852431936,0,3.8763791634247453,3.9963195508977654,2,2,2,1
9,31,39,36.40983530784987,0.020514683056344983,0,3.252040643791148,3.832130572791433,9,9,3,1
18,155,107,51.80619188875578,0.03446184885946691,0,3.877449648906838,2.2192878044020223,7,1,3,1
16,63,27,49.00055194477781,0.035467566823292655,0,3.481556570688121,3.011866198167312,10,5,3,1
10,238,31,34.15437605291346,0.06934404162625599,0,2.6238455802332123,2.655263233175737,8,2,3,1
7,231,12,41.34157602204356,0.04381315008433744,0,3.7526156593201963,3.1303335608854748,3,3,3,1
9,10,16,51.231412216516716,0.05264580533392043,0,3.8562171285380042,2.2747676371836523,0,0,2,1
16,10,66,43.84892705083003,0.0626167189075272,0,3.2121411337492387,4.024147739735835,5,10,3,1
18,5,30,44.822777115356686,0.006746408935984091,1,2.6803104417540533,2.949656997088363,3,7,3,0
10,16,5,52.03010730709774,0.0798434791522196,0,4.298511165022934,2.6701672872027937,5,1,3,1
18,40,28,42.03451284140641,0.07791202913077688,0,3.655711414875176,2.6211128858182424,0,8,3,1
7,9,5,34.27637458641815,0.11577622117666744,0,4.028997770787852,3.0823171783120977,5,6,3,0
10,260,39,51.91111903730288,0.01600646159597032,0,3.319791325277954,2.5242724588610925,4,6,3,1
16,103,14,42.81425368750081,0.003716014108340819,0,3.4228912755242535,2.677681491021611,7,0,2,1
10,9,42,44.867491882401254,0.015987224767718827,0,2.9846904489102446,3.1996442137581105,2,1,3,1
8,139,40,44.02727820225813,0.05069578208037761,0,4.350942157062381,2.378647690950185,8,4,3,1
8,22,98,42.57470355052517,0.025672016031735655,0,4.930081424165468,3.082751771954332,10,10,2,1
9,266,4,40.68431151615189,0.0259581541810067,0,3.4300474276901314,3.2337727008994426,1,2,3,1
16,194,27,44.100034051354996,0.10432776025870617,1,3.606178722338138,2.2379061600273724,6,7,3,1
19,280,18,40.219509060514994,0.03885972274482731,0,4.27519678381725,3.0564058602604693,6,10,2,1
20,33,22,51.855055293048665,0.05001567223151526,0,2.530807703428016,3.0369148380093236,3,8,2,1
16,82,21,51.07881933667139,0.08209810012764618,0,4.844611908132292,3.431235555944025,1,3,3,1
8,65,5,47.76604768014829,0.04079304489860393,0,4.465184272432103,2.8182353371689906,7,5,3,1
9,103,13,47.60564314385427,0.06652276951535596,0,2.9323448089648148,2.4788901025321652,4,8,3,1
19,25,17,36.5026999084581,0.06274520000233436,0,2.9937212103515476,2.4120484799062814,2,4,3,1
17,10,72,50.65522957708367,0.03138224375897248,1,2.76328904602889,2.30124786916203,0,6,2,0
17,52,58,42.75426965574405,0.08605130572595776,1,2.8002789455395987,2.955477532715369,10,1,3,0
22,76,98,51.75121835646716,0.10009363107340576,0,3.816372774075719,2.5365164442433756,4,3,3,0
16,187,134,53.48706562204156,0.09401466507293359,0,3.0771495608966033,3.529225431940538,8,8,3,1
6,261,2,43.79159461479726,0.04743476162468818,0,3.680329105226617,3.036613675693019,1,9,2,1
8,51,66,33.78720594107507,0.11195502077518073,0,4.158956998982392,3.1740800974682655,6,1,3,0
9,79,37,46.1568067060057,0.10787574051634376,0,3.95339206372252,3.04789138767346,0,3,3,0
17,98,15,39.21434418076476,0.03202028322094662,0,4.003824110318968,2.9053694603825733,4,8,3,1
19,208,33,42.00235833630398,0.014872959012337289,0,3.866685922052575,3.632819672950333,2,8,3,1
19,122,5,43.94525698425796,0.10725694359824471,0,4.060007750005685,2.1282699808496717,3,5,3,0
8,31,13,49.737790107918556,0.08938279901544316,0,3.52591328394934,2.984969457029696,6,5,3,1
17,156,41,47.2491998327878,0.037318863627772154,0,3.2047996646038825,2.2543752372497585,3,1,2,1
19,140,14,52.69520800879322,0.03658521139501991,0,2.8257611255049113,2.0783741581509627,2,2,3,1
7,0,11,41.02843741189834,0.03866018265539019,0,3.936061366323061,2.3091771108856207,7,0,2,1
15,269,7,50.63486815557819,0.10336007493289401,0,4.000914901806156,3.951248978177569,5,8,2,0
20,264,7,48.874553261527,0.02882775287801292,0,3.1193691308109046,2.790054073529528,6,1,1,1
9,206,46,48.36733829438227,0.07813040608385671,0,3.2778971895374416,3.0450491725235738,4,5,1,1
21,94,3,50.55790856889497,0.1001332575371838,0,3.475950926156172,3.753997921099404,2,3,2,0
8,59,9,49.14557628771594,0.04648144714045979,0,3.3977737981213485,2.447193117202949,2,9,2,1
7,14,45,36.915290161609605,0.007378946774533039,0,2.9966849663607644,2.886777897046126,10,2,3,1
21,79,131,42.11219158446473,0.09106248080747305,0,4.302824199547341,2.8456347157137474,7,9,3,1
17,29,17,49.87335960103722,0.002384335314772792,0,3.2514731720988803,3.4335790050626205,1,9,3,1
19,18,74,47.41866241354968,0.09970540261492036,0,3.7409679771075566,3.621424602884578,6,4,2,1
9,113,33,50.19679375972602,0.04330327699458916,0,3.2342214339707853,2.4572572795690846,1,10,3,1
14,28,8,46.02069575001994,0.0961585138583428,0,3.1243370192933466,2.593806551051098,3,10,3,1
21,48,17,42.345045317422304,0.06544334096665663,0,3.3398240788837255,3.6097370845857077,9,8,3,1
17,155,108,40.8970799996988,0.04310594703027448,0,3.0124977357364138,2.613903557479989,10,4,3,1
17,98,24,36.76795038327776,0.10791941989628909,0,2.7171343441408635,2.8659253718204383,9,5,3,0
16,58,33,47.636986687590316,0.09204533910432468,0,3.390657706185472,2.742653046093368,5,4,3,1
10,5,106,37.766992109623146,0.009684892510530946,0,3.6677038271800355,3.501184946567788,4,8,2,1
20,0,45,45.00295705112548,0.11167097127484972,0,3.773557180753525,3.1482590050831685,2,6,2,0
9,75,43,44.42533913927753,0.05604091938221972,0,3.471301844228174,1.991299390255283,8,4,2,1
9,41,30,50.572140205003556,0.017875598212628723,0,3.279248793318721,2.462320577885455,6,8,3,1
10,30,65,56.46764614479256,0.09254539502744584,1,3.6803969082842505,2.7689996570279307,5,6,3,0
20,86,3,43.06202383581589,0.0621135772809415,0,3.0297204484262705,2.9228878058973615,2,1,3,1
19,36,120,47.62487744370312,0.08072805626411843,0,4.194538918776751,3.6994701030417536,3,7,3,1
8,60,47,44.99091774303256,0.0832845316389462,0,3.484826656881677,3.147509440609797,2,6,1,1
8,180,40,40.52197275648852,0.023662952093729914,1,3.979465838094125,2.853458096858593,6,1,3,0
19,91,44,50.908344427211645,0.11650389572996855,0,3.777184896723718,3.16576363927108,6,2,2,0
6,99,13,46.99945199549426,0.012665170274154734,0,3.4264196389651027,2.950614739468656,1,7,2,1
19,72,13,47.946646029204175,0.0726953414790547,0,3.586706412884486,2.655932089489042,3,4,2,1
8,42,130,49.48766414536523,0.01755963965725566,0,2.922068013913979,2.545002435733346,0,1,3,1
9,36,42,49.52380107890312,0.10527590164427182,0,3.641691814796177,2.819556506468189,1,9,3,0
9,53,16,44.17655984661159,0.02078954424276445,0,3.10838773883424,2.405747468088069,5,6,3,1
16,16,90,50.25243634504578,0.0529244502628877,1,3.1312483626318954,3.053169272952326,4,1,3,0
18,53,41,44.187749542786605,0.01042463515533972,1,4.0884227354531655,3.5448559516878437,6,2,3,0
18,91,42,38.9788675577691,0.05376399941284541,0,3.1997422619105906,3.301620277753503,4,0,3,1
16,9,34,47.492074437643275,0.0004874740991448156,0,4.062523081583047,3.3812164118410695,1,8,3,1
7,81,17,51.77694205181253,0.053216421245001144,0,3.0808636639131133,2.5733512546765716,7,4,3,1
6,54,46,41.65752223723213,0.08254707634878879,1,3.9847329542352816,2.343387277341355,10,8,3,0
10,5,1,37.094373721215646,0.021939602672655847,0,3.0615257792455943,3.4176726904909676,2,0,2,1
18,53,45,45.63201055168462,0.06635828907768668,1,3.508249278681347,3.1447761061830835,2,9,2,0
18,106,37,39.76576662304495,0.05692603514371261,0,3.62546197126532,2.8821441810118853,9,1,2,1
10,49,40,42.160613570670705,0.040197705659546425,1,3.7233397896220226,3.315677027100868,2,8,3,0
18,224,27,45.472473526348026,0.08049587426321511,0,3.5154995781930056,2.8580688363203435,4,7,2,1
19,9,18,30.18930690085734,0.11941658429983733,1,2.8920184306480676,3.8096940232626952,2,0,3,1
6,80,33,42.7147356691233,0.11253349306267553,0,2.674748010477228,3.318578621215233,6,10,3,0
18,52,25,43.081295451663955,0.11641236957635778,1,3.4666421538737135,2.983466820930853,4,9,3,1
9,8,16,54.24653454642597,0.002425558636842351,0,4.465210944852135,2.241644675903463,3,9,3,1
17,53,82,44.21823150806202,0.030767377728069943,0,3.2638851011367964,2.726039547778664,2,5,2,1
17,74,28,55.66033653046232,0.11073074102206339,1,4.216243302637064,3.6123704164422645,10,4,3,1
18,132,26,51.177658100029205,0.005795143477311373,0,4.028957826590199,3.315150046965998,0,9,3,1
6,73,28,47.24117809502265,0.04377707775576743,0,3.8699439047078905,3.8185489621009516,2,2,3,1
7,71,11,46.78888691276009,0.07826426301664036,0,2.919395340530628,2.5379795788613517,3,3,2,1
19,96,43,46.62549987882715,0.11795843589469136,0,3.7784443446850435,2.119259429991489,8,9,1,1
8,50,42,45.67696943359696,0.03309264221045467,0,3.762137936890126,3.4449013365058985,10,8,3,1
21,224,8,37.596683118119294,0.09170205717421315,0,3.5091253206161017,3.4226526194967333,0,8,3,1
19,36,25,46.73889387329045,0.0792442854226969,0,3.6559407569441307,3.0484535734076808,10,5,3,1
9,44,142,45.47704842338026,0.07361619253905326,0,3.199228841367731,3.487317766513916,10,8,3,1
9,6,34,46.05009723522637,0.08915214861581057,0,3.8259621812068367,3.73161303163459,9,7,3,1
17,236,39,53.70938318896269,0.030471075353361077,0,4.0365854195187705,2.8537557817488235,10,7,3,1
11,10,19,43.962736495478545,0.040642141950399675,0,2.4875136262362814,3.6995417718377834,8,3,1,1
8,39,2,39.67448166525383,0.06725567101442867,1,3.53792133243417,2.1439353872971436,3,4,3,0
17,84,40,42.19658823308477,0.05267773585652682,0,2.754738322776383,3.048523986007235,8,7,1,1
18,39,107,49.17676188225076,0.08663907017932061,1,3.140829937523815,3.0297262703750474,5,2,3,0
19,20,1,46.422114944509076,0.09607537046747551,0,3.6704578877465064,3.1587518406620094,5,7,3,1
7,63,82,45.23024952504756,0.06336119998092421,0,3.6556710520127695,3.384170484175633,0,6,3,1
19,13,54,38.13260455103766,0.04727476132293418,1,3.242292561311594,3.4813054753487185,5,7,1,1
9,59,37,50.989437904912144,0.10942151784313284,0,4.4794797847044485,2.7564091413516154,2,1,3,0
7,213,30,41.94162247460046,0.08998187812189944,0,3.621588971628125,2.447315521270916,3,0,3,1
10,79,48,46.802535480109675,0.0807891345009788,0,3.1992549526808998,3.4479911778454477,5,9,1,1
18,298,26,44.49811004997312,0.006875919626890141,0,3.6751252497835547,2.54975717845646,7,1,3,1
19,136,0,37.05827574237747,0.0633412980818534,1,2.6658097437869945,2.1778496949119965,0,10,3,0
21,47,2,46.85194892652276,0.014580241926399413,0,3.7029061810246326,3.173027687072954,6,4,3,1
18,59,126,39.00892787203578,0.07926079777272795,1,3.3505896011323726,2.850853511647848,3,8,3,0
19,99,140,46.68227159087157,0.03595522849733335,1,4.166273888641456,2.2526299617193155,9,7,3,0
8,84,27,42.38042659171797,0.08862053907320033,0,2.9615912239826847,2.2858978409263555,9,6,3,1
7,296,28,44.04020248974634,0.09337825233502492,0,3.93331742718076,2.9253610490785085,1,3,1,1
5,15,49,48.547792642761735,0.03604913443609722,0,3.4932312381754267,2.7929541974611927,9,10,3,1
7,10,22,38.690703291315415,0.11715200228679042,0,3.9124386915729934,3.2002940754283125,5,2,3,0
6,89,62,60.49282392163843,0.062003369087484335,0,4.017656331446744,3.135572444267989,1,3,3,1
16,70,48,40.77211707442257,0.02614443497747381,0,3.720392500518403,3.1710879981517186,0,7,2,1
6,84,71,48.4905717809141,0.09302361863501193,0,3.9948822593382594,2.57533116340151,6,7,3,1
8,66,27,49.508912719011285,0.09128919588093322,0,3.665871606678452,2.8965405416327257,5,5,3,1
7,0,22,52.63716122714682,0.04966728897545856,0,3.1741246661015445,3.2205822959213806,7,3,2,1
6,73,95,41.657354158497064,0.07903347057734293,0,4.375874767822499,2.890047939601561,5,2,3,1
6,90,78,41.25936757748185,0.002607196874971911,0,2.4804836273731423,3.5417799196571265,0,7,3,1
18,25,11,50.485064047070146,0.034947586277033885,1,2.905043041969514,2.7529442152544705,4,9,3,0
6,8,11,47.72252965709455,0.10577678767741272,0,3.334174657572602,3.2777093923157463,9,1,2,0
7,72,38,47.83374771290704,0.027853450635524673,0,3.1345806750759424,3.076486403043839,4,7,3,1
17,18,7,51.98781791340858,0.10867033826961646,1,3.487285497362368,2.655915461702784,2,4,3,1
22,34,36,45.477522987974886,0.06958516377264447,0,3.5247076943169366,3.4056774374879253,3,8,3,1
11,1,40,45.9043087514232,0.10834935662148122,0,3.167945797999671,2.6908332413871117,1,9,3,0
10,112,44,51.64639243780338,0.01570453672474986,1,3.7216471414263834,3.276341961411834,4,7,2,0
17,17,55,45.88104203700521,0.05567145439696651,0,2.9269131766935805,3.401695524556175,8,2,2,1
18,14,14,39.928850595899796,0.03557509079754441,0,3.763571951052799,3.408471381122487,0,3,3,1
6,146,68,40.50759217810972,0.10643062126226917,0,3.2331211893672385,2.9977803348309138,10,8,1,1
19,6,35,43.662624653458565,0.04098709422934298,0,3.409619388511163,2.37989361558636,4,5,3,1
7,117,31,46.781645263919785,0.0706155509140418,0,2.9294791296795504,3.1657277504283936,7,8,3,1
